id,bookmaker,home_team,away_team,commence_time,odds,sport_key,guessed_outcome,betAmount,bookmaker_average_odds,outcome
fda37021950e594dd3235b1f6dbe42b9,betfair_ex_uk,Toluca,CF Montreal,2025-08-02 01:00:00+00:00,1.61,soccer_concacaf_leagues_cup,H2hOutcome.H,10,1.45,
